id,birth,male,hgc,edu,urb,hispanic,black,high_school_dropout,high_school_graduate,some_college,college_graduate,above_college,protestant,catholic,sinbeg1,sinend1,sindur1,sinrc1,marbeg1,marend1,mardur1,marrc1,sinbeg2,sinend2,sindur2,sinrc2,marbeg2,marend2,mardur2,marrc2,sinbeg3,sinend3,sindur3,sinrc3,marbeg3,marend3,mardur3,marrc3,sinbeg4,sinend4,sindur4,sinrc4,marbeg4,marend4,mardur4,marrc4,age_sinbeg1,age_sinend1,age_marbeg1,age_marend1,age_sinbeg2,age_sinend2,age_marbeg2,age_marend2,age_sinbeg3,age_sinend3,age_marbeg3,age_marend3,age_sinbeg4,age_sinend4,age_marbeg4,age_marend4,mar1spouse_hgc,mar1spouse_edu,mar2spouse_hgc,mar2spouse_edu,mar3spouse_hgc,mar3spouse_edu,mar4spouse_hgc,mar4spouse_edu,spouse_age_marbeg1,spouse_age_marbeg2,spouse_age_marbeg3,spouse_age_marbeg4,spouse_age_marend1,spouse_age_marend2,spouse_age_marend3,spouse_age_marend4,mar1_age_spouse_age,mar2_age_spouse_age,mar3_age_spouse_age,mar4_age_spouse_age,mar1_edu_equal,mar1_edu_spouseHigher,mar2_edu_equal,mar2_edu_spouseHigher,mar3_edu_equal,mar3_edu_spouseHigher,mar4_edu_equal,mar4_edu_spouseHigher,mar1_spouseEdu_NA,mar2_spouseEdu_NA,mar3_spouseEdu_NA,mar4_spouseEdu_NA,mar1_spouseAge_NA,mar2_spouseAge_NA,mar3_spouseAge_NA,mar4_spouseAge_NA,mar1_age_diff,mar2_age_diff,mar3_age_diff,mar4_age_diff,mar1spouse_hsd,mar1spouse_hsg,mar1spouse_sc,mar1spouse_cg,mar1spouse_ac,mar2spouse_hsd,mar2spouse_hsg,mar2spouse_sc,mar2spouse_cg,mar2spouse_ac,mar3spouse_hsd,mar3spouse_hsg,mar3spouse_sc,mar3spouse_cg,mar3spouse_ac,mar4spouse_hsd,mar4spouse_hsg,mar4spouse_sc,mar4spouse_cg,mar4spouse_ac
10087,1964,0,12,1,0.0,0,0,0,1,0,0,0,0,0,1980,1983,3.0,0,1983.0,1988.0,5.0,0.0,1988.0,-997.0,31.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,19.0,19.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10088,1964,0,12,1,0.0,0,0,0,1,0,0,0,0,0,1980,1983,3.0,0,1983.0,1986.0,3.0,0.0,1986.0,1987.0,1.0,0.0,1987.0,-996.0,32.0,1.0,,,,,,,,,,,,,,,,,16.0,19.0,19.0,22.0,22.0,23.0,23.0,,,,,,,,,,,,12.0,1.0,,,,,,23.0,,,,,,,,529.0,,,,,1.0,0.0,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,
10089,1959,1,10,0,0.0,0,0,1,0,0,0,0,1,0,1975,1981,6.0,0,1981.0,1989.0,8.0,0.0,1989.0,1990.0,1.0,0.0,1990.0,-996.0,29.0,1.0,,,,,,,,,,,,,,,,,16.0,22.0,22.0,30.0,30.0,31.0,31.0,,,,,,,,,,,,11.0,0.0,,,,,,36.0,,,,,,,,1116.0,,,,,1.0,0.0,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,
10090,1964,1,12,1,0.0,0,0,0,1,0,0,0,1,0,1980,1983,3.0,0,1983.0,1986.0,3.0,0.0,1986.0,1987.0,1.0,0.0,1987.0,-996.0,32.0,1.0,,,,,,,,,,,,,,,,,16.0,19.0,19.0,22.0,22.0,23.0,23.0,,,,,,,,,,11.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,1.0,,,1.0,1.0,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
10091,1957,1,12,1,0.0,0,0,0,1,0,0,0,0,0,1973,1976,3.0,0,1976.0,-998.0,43.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,19.0,19.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,18.0,,,,,,,,342.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
10092,1957,0,12,1,0.0,0,0,0,1,0,0,0,1,0,1973,1976,3.0,0,1976.0,-998.0,43.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,19.0,19.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,19.0,,,,,,,,361.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
10093,1959,0,12,1,0.0,0,0,0,1,0,0,0,1,0,1975,1977,2.0,0,1977.0,1978.0,1.0,0.0,1978.0,1978.0,1.0,0.0,1978.0,-996.0,41.0,1.0,,,,,,,,,,,,,,,,,16.0,18.0,18.0,19.0,19.0,19.0,19.0,,,,,,,,,,12.0,1.0,12.0,1.0,,,,,19.0,20.0,,,20.0,,,,342.0,380.0,,,1.0,0.0,1.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,-1.0,-1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,
10094,1957,1,13,2,0.0,0,0,0,0,1,0,0,0,0,1973,1978,5.0,0,1978.0,-998.0,41.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,21.0,21.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,18.0,,,,,,,,378.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,3.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
10095,1964,0,9,0,0.0,0,0,1,0,0,0,0,1,0,1980,-999,39.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096,1961,0,17,4,0.0,0,0,0,0,0,0,1,1,0,1977,1984,7.0,0,1984.0,-998.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10097,1961,0,12,1,0.0,0,0,0,1,0,0,0,0,0,1977,1980,3.0,0,1980.0,-998.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098,1962,1,10,0,0.0,0,0,1,0,0,0,0,0,0,1978,1979,1.0,0,1979.0,1982.0,3.0,0.0,1982.0,1985.0,3.0,0.0,1985.0,-996.0,34.0,1.0,,,,,,,,,,,,,,,,,16.0,17.0,17.0,20.0,20.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10099,1964,1,9,0,0.0,0,0,1,0,0,0,0,0,0,1980,-999,39.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102,1960,0,12,1,0.0,0,0,0,1,0,0,0,1,0,1976,1981,5.0,0,1981.0,-998.0,38.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103,1962,0,12,1,0.0,0,0,0,1,0,0,0,1,0,1978,-999,41.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104,1958,0,11,0,0.0,0,0,1,0,0,0,0,0,0,1974,1976,2.0,0,1976.0,1984.0,8.0,0.0,1984.0,-997.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,18.0,18.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,23.0,,,,31.0,,,,414.0,,,,,,,,,,,,1.0,,,,0.0,,,,-5.0,,,,,,,,,,,,,,,,,,,,,,,
10105,1959,1,12,1,0.0,0,0,0,1,0,0,0,0,0,1975,1981,6.0,0,1981.0,-998.0,38.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106,1964,0,12,1,0.0,0,1,0,1,0,0,0,0,0,1980,1982,2.0,0,1982.0,1987.0,5.0,0.0,1987.0,1989.0,2.0,0.0,1989.0,-996.0,30.0,1.0,,,,,,,,,,,,,,,,,16.0,18.0,18.0,23.0,23.0,25.0,25.0,,,,,,,,,,12.0,1.0,16.0,3.0,,,,,,28.0,,,,,,,,700.0,,,1.0,0.0,0.0,1.0,,,,,0.0,0.0,,,1.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,
10107,1960,1,8,0,1.0,0,0,1,0,0,0,0,1,0,1976,1979,3.0,0,1979.0,1982.0,3.0,0.0,1982.0,-997.0,37.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,19.0,19.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108,1962,1,8,0,1.0,0,0,1,0,0,0,0,1,0,1978,-999,41.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109,1963,0,12,1,1.0,0,0,0,1,0,0,0,1,0,1979,1988,9.0,0,1988.0,-998.0,31.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,25.0,25.0,,,,,,,,,,,,,,14.0,2.0,,,,,,,29.0,,,,,,,,725.0,,,,0.0,1.0,,,,,,,0.0,,,,0.0,,,,-4.0,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
10110,1958,1,10,0,1.0,0,0,1,0,0,0,0,0,0,1974,1980,6.0,0,1980.0,-998.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111,1957,0,12,1,1.0,0,1,0,1,0,0,0,0,0,1973,-999,46.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10112,1957,0,12,1,1.0,0,1,0,1,0,0,0,1,0,1973,1978,5.0,0,1978.0,-998.0,41.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,21.0,21.0,,,,,,,,,,,,,,8.0,0.0,,,,,,,24.0,,,,,,,,504.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,-3.0,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
10113,1960,0,9,0,1.0,0,1,1,0,0,0,0,0,0,1976,-999,43.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114,1964,1,15,2,1.0,0,1,0,0,1,0,0,1,0,1980,1987,7.0,0,1987.0,-998.0,32.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,23.0,23.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,21.0,,,,,,,,483.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,2.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
10115,1962,1,12,1,1.0,0,1,0,1,0,0,0,1,0,1978,-999,41.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116,1961,0,12,1,1.0,0,1,0,1,0,0,0,1,0,1977,1981,4.0,0,1981.0,-998.0,38.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118,1957,1,10,0,0.0,0,0,1,0,0,0,0,1,0,1973,1978,5.0,0,1978.0,-998.0,41.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,21.0,21.0,,,,,,,,,,,,,,10.0,0.0,,,,,,,20.0,,,,,,,,420.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
10119,1957,0,10,0,0.0,0,0,1,0,0,0,0,1,0,1973,1978,5.0,0,1978.0,-998.0,41.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,21.0,21.0,,,,,,,,,,,,,,10.0,0.0,,,,,,,20.0,,,,,,,,420.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
10120,1959,1,16,3,0.0,0,0,0,0,0,1,0,1,0,1975,1985,10.0,0,1985.0,-998.0,34.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121,1961,1,12,1,0.0,0,0,0,1,0,0,0,1,0,1977,-999,42.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122,1963,1,10,0,0.0,0,0,1,0,0,0,0,1,0,1979,1987,8.0,0,1987.0,-998.0,32.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123,1963,1,18,4,0.0,1,0,0,0,0,0,1,0,1,1979,1984,5.0,0,1984.0,-998.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10124,1957,0,12,1,0.0,0,1,0,1,0,0,0,1,0,1973,1983,10.0,0,1983.0,-998.0,36.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10125,1958,0,14,2,1.0,0,1,0,0,1,0,0,1,0,1974,1985,11.0,0,1985.0,1991.0,6.0,0.0,1991.0,-997.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,27.0,27.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126,1958,1,16,3,0.0,0,1,0,0,0,1,0,1,0,1974,-999,45.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127,1959,0,16,3,0.0,0,1,0,0,0,1,0,1,0,1975,-999,44.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128,1962,1,12,1,0.0,0,1,0,1,0,0,0,1,0,1978,-999,41.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129,1961,0,11,0,0.0,0,1,1,0,0,0,0,1,0,1977,1997,20.0,0,1997.0,-998.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,36.0,36.0,,,,,,,,,,,,,,11.0,0.0,,,,,,,40.0,,,,,,,,1440.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,-4.0,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
10130,1959,0,12,1,0.0,0,1,0,1,0,0,0,1,0,1975,-999,44.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131,1960,1,20,4,0.0,0,1,0,0,0,0,1,1,0,1976,1984,8.0,0,1984.0,-998.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,504.0,,,,,,,,,,,,1.0,,,,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
10132,1961,0,13,2,0.0,0,1,0,0,1,0,0,1,0,1977,1981,4.0,0,1981.0,-998.0,38.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133,1964,1,12,1,0.0,0,1,0,1,0,0,0,1,0,1980,1996,16.0,0,1996.0,-998.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,32.0,32.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,33.0,,,,,,,,1056.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,-1.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
10134,1961,1,12,1,0.0,1,0,0,1,0,0,0,1,0,1977,1979,2.0,0,1979.0,-998.0,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,1962,0,12,1,0.0,0,1,0,1,0,0,0,1,0,1978,1981,3.0,0,1981.0,1985.0,4.0,0.0,1985.0,1996.0,11.0,0.0,1996.0,2001.0,5.0,0.0,2001.0,-995.0,18.0,1.0,,,,,,,,,,,,,16.0,19.0,19.0,23.0,23.0,34.0,34.0,39.0,39.0,,,,,,,,,,,,,,,,,34.0,,,,39.0,,,,1156.0,,,,,,,,,,,1.0,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10136,1957,0,9,0,0.0,0,0,1,0,0,0,0,1,0,1973,1975,2.0,0,1975.0,1984.0,9.0,0.0,1984.0,1986.0,2.0,0.0,1986.0,-996.0,33.0,1.0,,,,,,,,,,,,,,,,,16.0,18.0,18.0,27.0,27.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10137,1960,1,17,4,0.0,0,1,0,0,0,0,1,1,0,1976,2013,37.0,0,2013.0,-998.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,53.0,53.0,,,,,,,,,,,,,,17.0,4.0,,,,,,,51.0,,,,,,,,2703.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,2.0,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
10138,1961,0,14,2,0.0,0,1,0,0,1,0,0,1,0,1977,1993,16.0,0,1993.0,-998.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139,1962,1,13,2,0.0,0,1,0,0,1,0,0,1,0,1978,1984,6.0,0,1984.0,1993.0,9.0,0.0,1993.0,1996.0,3.0,0.0,1996.0,2002.0,6.0,0.0,2002.0,2003.0,1.0,0.0,2003.0,2015.0,12.0,0.0,2015.0,-993.0,4.0,1.0,,,,,16.0,22.0,22.0,31.0,31.0,34.0,34.0,40.0,40.0,41.0,41.0,53.0,53.0,,,,,,,,16.0,3.0,,,,,25.0,,,,37.0,,,,1025.0,,,,,,0.0,1.0,,,1.0,1.0,0.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,
10140,1958,0,13,2,0.0,0,0,0,0,1,0,0,1,0,1974,1982,8.0,0,1982.0,-998.0,37.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141,1961,1,9,0,0.0,0,0,1,0,0,0,0,1,0,1977,1980,3.0,0,1980.0,-998.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142,1963,0,9,0,0.0,0,0,1,0,0,0,0,1,0,1979,1981,2.0,0,1981.0,1985.0,4.0,0.0,1985.0,1985.0,1.0,0.0,1985.0,-996.0,34.0,1.0,,,,,,,,,,,,,,,,,16.0,18.0,18.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10143,1962,1,8,0,0.0,0,0,1,0,0,0,0,1,0,1978,1987,9.0,0,1987.0,-998.0,32.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,25.0,25.0,,,,,,,,,,,,,,11.0,0.0,,,,,,,35.0,,,,,,,,875.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,-10.0,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
10144,1959,0,14,2,1.0,0,0,0,0,1,0,0,1,0,1975,1987,12.0,0,1987.0,-998.0,32.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145,1961,0,14,2,0.0,0,0,0,0,1,0,0,1,0,1977,1985,8.0,0,1985.0,-998.0,34.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146,1962,1,12,1,0.0,0,0,0,1,0,0,0,1,0,1978,1983,5.0,0,1983.0,1988.0,5.0,0.0,1988.0,-997.0,31.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,21.0,21.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147,1958,1,17,4,0.0,0,0,0,0,0,0,1,1,0,1974,-999,45.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10148,1964,0,12,1,0.0,0,0,0,1,0,0,0,0,0,1980,1982,2.0,0,1982.0,-998.0,37.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149,1960,0,12,1,0.0,0,0,0,1,0,0,0,1,0,1976,1980,4.0,0,1980.0,-998.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150,1961,0,9,0,0.0,0,0,1,0,0,0,0,1,0,1977,1979,2.0,0,1979.0,-998.0,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151,1959,0,10,0,0.0,0,1,1,0,0,0,0,0,0,1975,-999,44.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152,1960,1,12,1,0.0,0,1,0,1,0,0,0,0,0,1976,1986,10.0,0,1986.0,-998.0,33.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153,1960,0,16,3,0.0,0,1,0,0,0,1,0,1,0,1976,1985,9.0,0,1985.0,-998.0,34.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154,1963,1,16,3,0.0,0,1,0,0,0,1,0,1,0,1979,1994,15.0,0,1994.0,-998.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,31.0,31.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,23.0,,,,,,,,713.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,8.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
